molregno	level5	level1_description	level2_description	level3_description	level4_description
11674	G02CC01	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Antiinflammatory products for vaginal administration
74284	J05AB09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
518361	N02AX03	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Other opioids
44920	G04BE08	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs used in erectile dysfunction
1376419	N02AC05	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Diphenylpropylamine derivatives
18694	M01AH01	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Coxibs
22391	A02BB01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Prostaglandins
136282	A06AD17	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
262509	R03CC08	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
1592355	A16AB14	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Enzymes
1795	S01AE05	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Fluoroquinolones
1121310	R06AB07	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Substituted alkylamines
42520	S01GA04	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Sympathomimetics used as decongestants
16510	M01AB02	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Acetic acid derivatives and related substances
457398	B02BX05	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	VITAMIN K AND OTHER HEMOSTATICS	Other systemic hemostatics
675428	C05BA04	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	ANTIVARICOSE THERAPY	Heparins or heparinoids for topical use
1581828	R05CA11	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS	Expectorants
674311	V09AB01	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CENTRAL NERVOUS SYSTEM	Iodine (123I) compounds
2197388	V09AB03	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CENTRAL NERVOUS SYSTEM	Iodine (123I) compounds
1380877	L01XC26	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
103395	L01XX53	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
661796	N05CM05	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Other hypnotics and sedatives
35538	N02BB04	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Pyrazolones
1378319	A07BA51	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ADSORBENTS	Charcoal preparations
219334	R01AB01	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Sympathomimetics, combinations excl. corticosteroids
191342	R06AX27	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1377080	V09GA03	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CARDIOVASCULAR SYSTEM	Technetium (99mTc) compounds
418401	L01BC07	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
1380437	L04AA22	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
78303	A02BA03	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	H2-receptor antagonists
444572	G01AA01	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
581843	D10AF51	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
180329	C03CA04	CARDIOVASCULAR SYSTEM	DIURETICS	HIGH-CEILING DIURETICS	Sulfonamides, plain
581850	C03XA02	CARDIOVASCULAR SYSTEM	DIURETICS	OTHER DIURETICS	Vasopressin antagonists
675574	B01AB04	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Heparin group
675185	C01CA11	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Adrenergic and dopaminergic agents
954312	D07AB19	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
675627	H01AC05	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES	Somatropin and somatropin agonists
674607	G01AA02	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
453505	N05CX03	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Hypnotics and sedatives in combination, excl. barbiturates
213639	N04AA05	NERVOUS SYSTEM	ANTI-PARKINSON DRUGS	ANTICHOLINERGIC AGENTS	Tertiary amines
325238	J01GB13	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	AMINOGLYCOSIDE ANTIBACTERIALS	Other aminoglycosides
37493	C01DA02	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Organic nitrates
9913	G02CC03	GENITO URINARY SYSTEM AND SEX HORMONES	OTHER GYNECOLOGICALS	OTHER GYNECOLOGICALS	Antiinflammatory products for vaginal administration
66843	N05AG03	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Diphenylbutylpiperidine derivatives
1232772	M02AA02	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
1379245	A12BA04	ALIMENTARY TRACT AND METABOLISM	MINERAL SUPPLEMENTS	POTASSIUM	Potassium
11968	S01BC06	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
1362	S01BC08	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
97010	M01AX02	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Other antiinflammatory and antirheumatic agents, non-steroids
153342	A03AE01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	Serotonin receptor antagonists
705834	N06AF02	NERVOUS SYSTEM	PSYCHOANALEPTICS	ANTIDEPRESSANTS	Monoamine oxidase inhibitors, non-selective
1592394	H01CB05	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	HYPOTHALAMIC HORMONES	Somatostatin and analogues
62615	C03AA04	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
1025553	A11CC03	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO	Vitamin D and analogues
400344	V04CJ02	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for thyreoidea function
675015	D10AA01	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Corticosteroids, combinations for treatment of acne
1381170	B02BX03	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	VITAMIN K AND OTHER HEMOSTATICS	Other systemic hemostatics
675374	A09AA02	ALIMENTARY TRACT AND METABOLISM	DIGESTIVES, INCL. ENZYMES	DIGESTIVES, INCL. ENZYMES	Enzyme preparations
111498	R06AA59	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
674381	G03CA03	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Natural and semisynthetic estrogens, plain
366271	J05AF11	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Nucleoside and nucleotide reverse transcriptase inhibitors
315123	M03BB73	MUSCULO-SKELETAL SYSTEM	MUSCLE RELAXANTS	MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS	Oxazol, thiazine, and triazine derivatives
373985	D06AA04	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Tetracycline and derivatives
2197764	G04CX03	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY	Other drugs used in benign prostatic hypertrophy
150882	N01BB01	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
1826000	D11AX12	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
11968	M02AA07	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
234541	A10BH02	ALIMENTARY TRACT AND METABOLISM	DRUGS USED IN DIABETES	BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS	Dipeptidyl peptidase 4 (DPP-4) inhibitors
1927030	R03BB54	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Anticholinergics
280181	L01DB11	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	Anthracyclines and related substances
169652	D05BB02	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR SYSTEMIC USE	Retinoids for treatment of psoriasis
83838	M05BA08	MUSCULO-SKELETAL SYSTEM	DRUGS FOR TREATMENT OF BONE DISEASES	DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION	Bisphosphonates
1308753	C04AA31	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	2-amino-1-phenylethanol derivatives
2197566	C01EB21	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	OTHER CARDIAC PREPARATIONS	Other cardiac preparations
453914	A11DA01	ALIMENTARY TRACT AND METABOLISM	VITAMINS	VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12	Vitamin B1, plain
1041053	A03BB01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	BELLADONNA AND DERIVATIVES, PLAIN	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds
674687	A06AD01	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
675453	J06BB05	ANTIINFECTIVES FOR SYSTEMIC USE	IMMUNE SERA AND IMMUNOGLOBULINS	IMMUNOGLOBULINS	Specific immunoglobulins
210	J01MA08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	QUINOLONE ANTIBACTERIALS	Fluoroquinolones
488074	N05CA11	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
908741	A07AB04	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Sulfonamides
209224	C05AD07	CARDIOVASCULAR SYSTEM	VASOPROTECTIVES	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	Local anesthetics
674441	H01CC02	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	HYPOTHALAMIC HORMONES	Anti-gonadotropin-releasing hormones
1051052	G03CB04	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Synthetic estrogens, plain
27370	D07XA02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, weak, other combinations
499624	J05AE07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Protease inhibitors
1381418	A06AA51	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Softeners, emollients
1542343	J01XA02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER ANTIBACTERIALS	Glycopeptide antibacterials
32978	D10AX02	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Other anti-acne preparations for topical use
65605	R06AX11	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
72873	S01XA18	SENSORY ORGANS	OPHTHALMOLOGICALS	OTHER OPHTHALMOLOGICALS	Other ophthalmologicals
421082	J01AA05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	TETRACYCLINES	Tetracyclines
716188	N05BA19	NERVOUS SYSTEM	PSYCHOLEPTICS	ANXIOLYTICS	Benzodiazepine derivatives
395946	C01DX54	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Other vasodilators used in cardiac diseases
3683	C02KD01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	OTHER ANTIHYPERTENSIVES	Serotonin antagonists
254380	R06AX23	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
152610	R06AX24	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1378595	R05DA11	RESPIRATORY SYSTEM	COUGH AND COLD PREPARATIONS	COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS	Opium alkaloids and derivatives
27629	R06AA52	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
674713	D07XC01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
4941	J04AC01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOBACTERIALS	DRUGS FOR TREATMENT OF TUBERCULOSIS	Hydrazides
675549	L03AB11	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
99368	P01AB06	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Nitroimidazole derivatives
2197651	A02BX02	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
418483	C08EA01	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	NON-SELECTIVE CALCIUM CHANNEL BLOCKERS	Phenylalkylamine derivatives
675562	C10AC02	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Bile acid sequestrants
182325	D11AC01	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Medicated shampoos
27609	N02CX02	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Other antimigraine preparations
1377822	N05CA08	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Barbiturates, plain
6005	A07DA52	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ANTIPROPULSIVES	Antipropulsives
439720	H02AB09	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
675597	L01XD01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Sensitizers used in photodynamic/radiation therapy
2265	J01EB03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	SULFONAMIDES AND TRIMETHOPRIM	Short-acting sulfonamides
2197728	B05XA05	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	I.V. SOLUTION ADDITIVES	Electrolyte solutions
454015	C01DA57	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Organic nitrates
753339	C01DX12	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Other vasodilators used in cardiac diseases
92879	C01CX06	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES	Other cardiac stimulants
406189	B01AC27	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
1121294	R06AX29	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
458773	L04AA32	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
1379209	D08AC05	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Biguanides and amidines
1248731	L01XE10	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
674446	A01AC03	ALIMENTARY TRACT AND METABOLISM	STOMATOLOGICAL PREPARATIONS	STOMATOLOGICAL PREPARATIONS	Corticosteroids for local oral treatment
27028	N05CD06	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Benzodiazepine derivatives
19344	B02BA02	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	VITAMIN K AND OTHER HEMOSTATICS	Vitamin K
139281	C03CA02	CARDIOVASCULAR SYSTEM	DIURETICS	HIGH-CEILING DIURETICS	Sulfonamides, plain
209510	C01DX10	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Other vasodilators used in cardiac diseases
609761	N03AX23	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
49268	R02AA21	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Antiseptics
28976	R01AA14	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Sympathomimetics, plain
675217	S01GX05	SENSORY ORGANS	OPHTHALMOLOGICALS	DECONGESTANTS AND ANTIALLERGICS	Other antiallergics
675621	G03CA57	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Natural and semisynthetic estrogens, plain
317367	M01AE11	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
1377726	M01AB07	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Acetic acid derivatives and related substances
222702	P01AB04	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Nitroimidazole derivatives
337366	L02BG03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Aromatase inhibitors
16656	C10AD52	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Nicotinic acid and derivatives
1085	S01EC02	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Carbonic anhydrase inhibitors
19569	R06AX12	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
27370	R01AD52	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
419580	N02AA03	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Natural opium alkaloids
1140315	M01AE16	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Propionic acid derivatives
1381477	J07BD01	ANTIINFECTIVES FOR SYSTEMIC USE	VACCINES	VIRAL VACCINES	Measles vaccines
2197720	A03BB04	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	BELLADONNA AND DERIVATIVES, PLAIN	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds
1376562	N05CM10	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Other hypnotics and sedatives
222203	A02BC54	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Proton pump inhibitors
675032	D07AA01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, weak (group I)
30096	R06AX04	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Other antihistamines for systemic use
1379344	V09AA01	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CENTRAL NERVOUS SYSTEM	Technetium (99mTc) compounds
351701	S01FB02	SENSORY ORGANS	OPHTHALMOLOGICALS	MYDRIATICS AND CYCLOPLEGICS	Sympathomimetics excl. antiglaucoma preparations
27912	G01AF01	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Imidazole derivatives
28516	D08AC04	DERMATOLOGICALS	ANTISEPTICS AND DISINFECTANTS	ANTISEPTICS AND DISINFECTANTS	Biguanides and amidines
1377992	G03DB04	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	PROGESTOGENS	Pregnadien derivatives
113138	J05AG04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Non-nucleoside reverse transcriptase inhibitors
598402	B01AC04	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
1377355	A02BX07	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR ACID RELATED DISORDERS	DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
681696	B01AC19	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
674750	S01EE04	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIGLAUCOMA PREPARATIONS AND MIOTICS	Prostaglandin analogues 1)
1377664	G03CA09	GENITO URINARY SYSTEM AND SEX HORMONES	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	ESTROGENS	Natural and semisynthetic estrogens, plain
