molregno	level5	level1_description	level2_description	level3_description	level4_description
454514	J01DC06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Second-generation cephalosporins
454576	J01DB09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	First-generation cephalosporins
454578	J01DD14	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
457398	B02BX05	BLOOD AND BLOOD FORMING ORGANS	ANTIHEMORRHAGICS	VITAMIN K AND OTHER HEMOSTATICS	Other systemic hemostatics
458338	N02BG06	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Other analgesics and antipyretics
458729	J01DC05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Second-generation cephalosporins
458773	L04AA32	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
458901	J01XX06	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER ANTIBACTERIALS	Other antibacterials
458901	B05CA06	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	IRRIGATING SOLUTIONS	Antiinfectives
459125	A03AX12	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	Other drugs for functional gastrointestinal disorders
460092	L01XX43	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
460417	D03AX12	DERMATOLOGICALS	PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS	CICATRIZANTS	Other cicatrizants
460466	J01DH04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Carbapenems
464003	N02BA04	NERVOUS SYSTEM	ANALGESICS	OTHER ANALGESICS AND ANTIPYRETICS	Salicylic acid and derivatives
465355	C01AA06	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Digitalis glycosides
465356	C01AA07	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Digitalis glycosides
466350	A06AD15	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
466350	A06AD65	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
466768	D06AX11	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
466768	A07AA11	ALIMENTARY TRACT AND METABOLISM	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	INTESTINAL ANTIINFECTIVES	Antibiotics
467361	L01BB04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
468656	N05AX13	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Other antipsychotics
469217	B03BB51	BLOOD AND BLOOD FORMING ORGANS	ANTIANEMIC PREPARATIONS	VITAMIN B12 AND FOLIC ACID	Folic acid and derivatives
469217	B03BB01	BLOOD AND BLOOD FORMING ORGANS	ANTIANEMIC PREPARATIONS	VITAMIN B12 AND FOLIC ACID	Folic acid and derivatives
469580	A03AB12	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	Synthetic anticholinergics, quaternary ammonium compounds
469632	R06AE55	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Piperazine derivatives
469632	R06AE05	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Piperazine derivatives
469763	D04AA14	DERMATOLOGICALS	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	Antihistamines for topical use
469763	R06AA54	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
469763	R06AA04	RESPIRATORY SYSTEM	ANTIHISTAMINES FOR SYSTEMIC USE	ANTIHISTAMINES FOR SYSTEMIC USE	Aminoalkyl ethers
469866	L01XX46	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
470033	M01AX05	MUSCULO-SKELETAL SYSTEM	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS	Other antiinflammatory and antirheumatic agents, non-steroids
471514	R02AA12	RESPIRATORY SYSTEM	THROAT PREPARATIONS	THROAT PREPARATIONS	Antiseptics
478003	B01AE05	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Direct thrombin inhibitors
479621	C01DA55	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Organic nitrates
479621	C01DA05	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	VASODILATORS USED IN CARDIAC DISEASES	Organic nitrates
480746	C09XA02	CARDIOVASCULAR SYSTEM	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	Renin-inhibitors
484020	N02CA04	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Ergot alkaloids
485738	J05AP01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Antivirals for treatment of HCV infections
485902	J01DB05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	First-generation cephalosporins
486789	C08CA03	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
486977	B01AC26	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
487711	S01BA03	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Corticosteroids, plain
487711	H02AB10	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	CORTICOSTEROIDS FOR SYSTEMIC USE	CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN	Glucocorticoids
489525	L01XE11	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
490064	N07AA30	NERVOUS SYSTEM	OTHER NERVOUS SYSTEM DRUGS	PARASYMPATHOMIMETICS	Anticholinesterases
493099	L01CX01	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Other plant alkaloids and natural products
495109	L02BA02	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-estrogens
495572	D05AX05	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Other antipsoriatics for topical use
496769	D06AX13	DERMATOLOGICALS	ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE	ANTIBIOTICS FOR TOPICAL USE	Other antibiotics for topical use
497011	J01FA02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
497165	J01XA03	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER ANTIBACTERIALS	Glycopeptide antibacterials
497229	J02AX04	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Other antimycotics for systemic use
497230	J01DI02	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Other cephalosporins and penems
497291	J04AB05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOBACTERIALS	DRUGS FOR TREATMENT OF TUBERCULOSIS	Antibiotics
497330	A06AD12	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
497784	P01AB07	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES	Nitroimidazole derivatives
499120	R03BB07	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Anticholinergics
499179	L01XX42	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
499440	D01AE16	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Other antifungals for topical use
499624	J05AE07	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIVIRALS FOR SYSTEMIC USE	DIRECT ACTING ANTIVIRALS	Protease inhibitors
500520	J02AX05	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIMYCOTICS FOR SYSTEMIC USE	Other antimycotics for systemic use
503213	C02AA01	CARDIOVASCULAR SYSTEM	ANTIHYPERTENSIVES	ANTIADRENERGIC AGENTS, CENTRALLY ACTING	Rauwolfia alkaloids
503630	D11AX02	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
503630	D11AX52	DERMATOLOGICALS	OTHER DERMATOLOGICAL PREPARATIONS	OTHER DERMATOLOGICAL PREPARATIONS	Other dermatologicals
504310	L01XX23	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
506444	J01DD16	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
508532	R03BA09	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Glucocorticoids
508532	R01AD12	RESPIRATORY SYSTEM	NASAL PREPARATIONS	DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE	Corticosteroids
508755	J01DD12	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
513323	V04CC01	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for bile duct patency
513323	A06AD18	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Osmotically acting laxatives
513323	B05CX02	BLOOD AND BLOOD FORMING ORGANS	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	IRRIGATING SOLUTIONS	Other irrigating solutions
513323	A06AG07	ALIMENTARY TRACT AND METABOLISM	DRUGS FOR CONSTIPATION	DRUGS FOR CONSTIPATION	Enemas
515027	D07AB02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, moderately potent (group II)
515239	C03AA01	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
516838	D05AX01	DERMATOLOGICALS	ANTIPSORIATICS	ANTIPSORIATICS FOR TOPICAL USE	Other antipsoriatics for topical use
517099	H03BB01	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS	THYROID THERAPY	ANTITHYROID PREPARATIONS	Sulfur-containing imidazole derivatives
518361	N02AX03	NERVOUS SYSTEM	ANALGESICS	OPIOIDS	Other opioids
522730	L01XE31	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
554800	V08AB05	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, nephrotropic, low osmolar X-ray contrast media
554892	C08CA07	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
555972	J01DB01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	First-generation cephalosporins
558106	J01DD01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER BETA-LACTAM ANTIBACTERIALS	Third-generation cephalosporins
558295	J01CA10	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	BETA-LACTAM ANTIBACTERIALS, PENICILLINS	Penicillins with extended spectrum
558566	N02CA01	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Ergot alkaloids
558566	N02CA51	NERVOUS SYSTEM	ANALGESICS	ANTIMIGRAINE PREPARATIONS	Ergot alkaloids
559106	J01FA08	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
560078	L01CA04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS	Vinca alkaloids and analogues
561520	B01AE07	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Direct thrombin inhibitors
561914	G04BD08	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs for urinary frequency and incontinence
562404	R03BB05	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS	Anticholinergics
563451	V04CG05	VARIOUS	DIAGNOSTIC AGENTS	OTHER DIAGNOSTIC AGENTS	Tests for gastric secretion
563451	V03AB17	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Antidotes
563573	V08AA02	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, nephrotropic, high osmolar X-ray contrast media
563655	C10AB08	CARDIOVASCULAR SYSTEM	LIPID MODIFYING AGENTS	LIPID MODIFYING AGENTS, PLAIN	Fibrates
564990	V03AC03	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Iron chelating agents
567195	V03AF02	VARIOUS	ALL OTHER THERAPEUTIC PRODUCTS	ALL OTHER THERAPEUTIC PRODUCTS	Detoxifying agents for antineoplastic treatment
570147	J01FA09	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Macrolides
573926	P01BE02	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Artemisinin and derivatives, plain
574221	A05AA04	ALIMENTARY TRACT AND METABOLISM	BILE AND LIVER THERAPY	BILE THERAPY	Bile acids and derivatives
574519	V09AX06	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	CENTRAL NERVOUS SYSTEM	Other central nervous system diagnostic radiopharmaceuticals
575613	P01BE01	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS	ANTIPROTOZOALS	ANTIMALARIALS	Artemisinin and derivatives, plain
575670	A16AX03	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Various alimentary tract and metabolism products
577488	J01GB01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	AMINOGLYCOSIDE ANTIBACTERIALS	Other aminoglycosides
577488	S01AA12	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFECTIVES	Antibiotics
581569	L01BB06	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
581814	C01AA05	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	CARDIAC GLYCOSIDES	Digitalis glycosides
581819	R03DA51	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Xanthines
581819	R03DA01	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	Xanthines
581843	J01FF01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS	Lincosamides
581843	G01AA10	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
581843	D10AF51	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
581843	D10AF01	DERMATOLOGICALS	ANTI-ACNE PREPARATIONS	ANTI-ACNE PREPARATIONS FOR TOPICAL USE	Antiinfectives for treatment of acne
581848	R07AB01	RESPIRATORY SYSTEM	OTHER RESPIRATORY SYSTEM PRODUCTS	OTHER RESPIRATORY SYSTEM PRODUCTS	Respiratory stimulants
581850	C03XA02	CARDIOVASCULAR SYSTEM	DIURETICS	OTHER DIURETICS	Vasopressin antagonists
581859	J01XX01	ANTIINFECTIVES FOR SYSTEMIC USE	ANTIBACTERIALS FOR SYSTEMIC USE	OTHER ANTIBACTERIALS	Other antibacterials
583322	R03AC03	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
583322	R03CC53	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
583322	R03CC03	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
583520	C01BB03	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class Ib
583522	C03AH02	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, combinations with psycholeptics and/or analgesics
583522	C03AA02	CARDIOVASCULAR SYSTEM	DIURETICS	LOW-CEILING DIURETICS, THIAZIDES	Thiazides, plain
583530	N05AA02	NERVOUS SYSTEM	PSYCHOLEPTICS	ANTIPSYCHOTICS	Phenothiazines with aliphatic side-chain
591037	D07AC03	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, potent (group III)
591037	D07XC02	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, OTHER COMBINATIONS	Corticosteroids, potent, other combinations
598402	B01AC04	BLOOD AND BLOOD FORMING ORGANS	ANTITHROMBOTIC AGENTS	ANTITHROMBOTIC AGENTS	Platelet aggregation inhibitors excl. heparin
598447	L01BC06	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
602271	L01XE16	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
603199	R03AC19	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
604618	D01AE07	DERMATOLOGICALS	ANTIFUNGALS FOR DERMATOLOGICAL USE	ANTIFUNGALS FOR TOPICAL USE	Other antifungals for topical use
604844	V06DC02	VARIOUS	GENERAL NUTRIENTS	OTHER NUTRIENTS	Carbohydrates
608601	L01XE39	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
609761	N03AX23	NERVOUS SYSTEM	ANTIEPILEPTICS	ANTIEPILEPTICS	Other antiepileptics
618127	G04BD06	GENITO URINARY SYSTEM AND SEX HORMONES	UROLOGICALS	UROLOGICALS	Drugs for urinary frequency and incontinence
618203	N01BB09	NERVOUS SYSTEM	ANESTHETICS	ANESTHETICS, LOCAL	Amides
621308	S01BC07	SENSORY ORGANS	OPHTHALMOLOGICALS	ANTIINFLAMMATORY AGENTS	Antiinflammatory agents, non-steroids
621308	M02AA11	MUSCULO-SKELETAL SYSTEM	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	Antiinflammatory preparations, non-steroids for topical use
621368	A16AA02	ALIMENTARY TRACT AND METABOLISM	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	Amino acids and derivatives
622931	V09IX04	VARIOUS	DIAGNOSTIC RADIOPHARMACEUTICALS	TUMOUR DETECTION	Other diagnostic radiopharmaceuticals for tumour detection
624125	L01XD03	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Sensitizers used in photodynamic/radiation therapy
624161	L01BB05	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
624172	R03AC08	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
624172	R03CC07	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
624185	L01DB09	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES	Anthracyclines and related substances
624225	L01XX54	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
624233	R03CC14	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
624233	R03AC15	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
624251	C01BD02	CARDIOVASCULAR SYSTEM	CARDIAC THERAPY	ANTIARRHYTHMICS, CLASS I AND III	Antiarrhythmics, class III
624269	G01AA08	GENITO URINARY SYSTEM AND SEX HORMONES	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS	Antibiotics
625589	R03AC18	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
626453	C03DA04	CARDIOVASCULAR SYSTEM	DIURETICS	POTASSIUM-SPARING AGENTS	Aldosterone antagonists
630322	N05CM19	NERVOUS SYSTEM	PSYCHOLEPTICS	HYPNOTICS AND SEDATIVES	Other hypnotics and sedatives
630886	L02BB04	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ENDOCRINE THERAPY	HORMONE ANTAGONISTS AND RELATED AGENTS	Anti-androgens
641189	D07AD01	DERMATOLOGICALS	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	CORTICOSTEROIDS, PLAIN	Corticosteroids, very potent (group IV)
641256	R03CC11	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS FOR SYSTEMIC USE	Selective beta-2-adrenoreceptor agonists
641256	R03AC11	RESPIRATORY SYSTEM	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	ADRENERGICS, INHALANTS	Selective beta-2-adrenoreceptor agonists
644928	C04AX07	CARDIOVASCULAR SYSTEM	PERIPHERAL VASODILATORS	PERIPHERAL VASODILATORS	Other peripheral vasodilators
646449	V08AC04	VARIOUS	CONTRAST MEDIA	X-RAY CONTRAST MEDIA, IODINATED	Watersoluble, hepatotropic X-ray contrast media
647206	M04AA03	MUSCULO-SKELETAL SYSTEM	ANTIGOUT PREPARATIONS	ANTIGOUT PREPARATIONS	Preparations inhibiting uric acid production
649637	L01XE24	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
650126	L01XE13	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Protein kinase inhibitors
651088	L01XX55	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Other antineoplastic agents
