Original drug name	chembl_id	molregno	Original synonyms	Fu	PMID	inchi_key	SMILES
PRAMLINTIDE	CHEMBL2103758	1376028		0.4	PMID30115648	NRKVKVQDUCJPIZ-MKAGXXMWSA-N	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O
QUINUPRISTIN	CHEMBL1200649	674600		0.34	PMID30115648	WTHRRGMBUAHGNI-WRJLNNKSSA-N	CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)C(Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8
RANITIDINE	CHEMBL1790041	1153672		0.95	PMID30115648	VMXUWOKSQNHOCA-UKTHLTGXSA-N	CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1
RANOLAZINE	CHEMBL1404	341382		0.38	PMID30115648	XKLMZUWKNUAPSZ-HXUWFJFHSA-N	c1(c(cccc1)OC)OC[C@@H](CN1CCN(CC(Nc2c(cccc2C)C)=O)CC1)O
REBOXETINE	CHEMBL14370	14263		0.019	PMID30115648	CBQGYUDMJHNJBX-RTBURBONSA-N	CCOc1ccccc1O[C@@H]([C@H]2CNCCO2)c3ccccc3
RITODRINE	CHEMBL83063	138594		0.64	PMID30115648	IOVGROKTTNBUGK-SJKOYZFVSA-N	C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c2ccc(O)cc2
SAXAGLIPTIN	CHEMBL385517	360723		1.0	PMID30115648	QGJUIPDUBHWZPV-CQRXPZLVSA-N	N1([C@H](CC2[C@H]1C2)C#N)C(=O)[C@@H](C12CC3CC(C1)(O)CC(C3)C2)N
SPIRAMYCIN	CHEMBL453514	497011		0.26	PMID30115648	ACTOXUHEUCPTEW-JAYNOARPSA-N	O1[C@H](CC[C@@H](N(C)C)[C@@H]1C)O[C@@H]1[C@@H](C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(O[C@H](C)CC=CC=C1)=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@H]([C@@H]([C@@](C1)(O)C)O)C)C)CC=O)C
SULBACTAM	CHEMBL403	194		0.62	PMID30115648	FKENQMMABCRJMK-UHFFFAOYSA-N	CC1(C)C(N2C(CC2=O)S1(=O)=O)C(=O)O
SULPIRIDE	CHEMBL26	1333		1.0	PMID30115648	BGRJTUBHPOOWDU-LLVKDONJSA-N	c1(c(ccc(c1)S(=O)(=O)N)OC)C(NC[C@@H]1[N@@](CCC1)CC)=O
TACROLIMUS	CHEMBL269732	924		0.01	PMID30115648	QJJXYPPXXYFBGM-LJIGMGMYSA-N	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC
TAZOBACTAM	CHEMBL404	207		0.7	PMID30115648	LPQZKKCYTLCDGQ-KHQFGBGNSA-N	S1([C@@]([C@@H](N2C(=O)C[C@@H]12)C(O)=O)(Cn1ccnn1)C)(=O)=O
TEMOPORFIN	CHEMBL383675	348717		0.14	PMID30115648	LYPFDBRUNKHDGX-UHFFFAOYSA-N	c1(c2[nH]c(c(c3nc(c(c4cc(ccc4)O)c4[nH]c(c(c5nc1CC5)c1cc(ccc1)O)cc4)C=C3)c1cc(ccc1)O)cc2)c1cc(ccc1)O
TIAPROFENIC ACID	CHEMBL365795	317367		0.015	PMID30115648	GUHPRPJDBZHYCJ-VIFPVBQESA-N	O=C(c1ccccc1)c1sc(cc1)[C@@H](C(=O)O)C
TICAGRELOR	CHEMBL398435	416772		0.002	PMID30115648	KHPMHVDVKAOINW-AAIYSHPVSA-N	Sc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1
TIOPRONIN	CHEMBL1314	264400		0.45	PMID30115648	YTGJWQPHMWSCST-VKHMYHEASA-N	C[C@@H](C(NCC(O)=O)=O)S
TIOTROPIUM	CHEMBL1900528	1241099		0.28	PMID30115648	LERNTVKEWCAPOY-FPISHFTHSA-N	O(C(=O)C(c1sccc1)(O)c1cccs1)C1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C
TOLVAPTAN	CHEMBL344159	227437		0.01	PMID30115648	GYHCTFXIZSNGJT-DEOSSOPVSA-N	c1cc(c(cc1)C)C(=O)Nc1ccc(C(=O)N2CCC[C@@H](c3c2ccc(c3)Cl)O)c(c1)C
TRAMADOL	CHEMBL1237044	699395		0.8	PMID30115648	TVYLLZQTGLZFBW-ZBFHGGJFSA-N	COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C
TRANDOLAPRIL	CHEMBL1519	421317		0.17	PMID30115648	VXFJYXUZANRPDJ-OSTWSGHESA-N	C1CC[C@@H]2C[C@H](N([C@@H]2C1)C([C@H](C)N[C@@H](CCc1ccccc1)C(OCC)=O)=O)C(=O)O
TREPROSTINIL	CHEMBL1237119	699470		0.09	PMID30115648	PAJMKGZZBBTTOY-YRIDSSQKSA-N	[H]OC(COc1cccc2C[C@H]3[C@H](CC[C@@H](CCCCC)O[H])[C@H](C[C@H]3Cc12)O[H])=O
TROSPIUM	CHEMBL1888176	1228747		0.33	PMID30115648	OYYDSUSKLWTMMQ-OCESARCHSA-N	c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O
VILDAGLIPTIN	CHEMBL142703	234541		0.8851236181505879	PMID30115648	SYOKIDBDQMKNDQ-AUPQCFOMSA-N	[H]N(CC(N1CCC[C@@H]1C#N)=O)C12C[C@@H]3C[C@H](C1)CC(C3)(C2)O[H]
VINCRISTINE	CHEMBL90555	142808		0.4	PMID30115648	OGWKCGZFUXNPDA-CFWMRBGOSA-N	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
YOHIMBINE	CHEMBL15245	15191		0.2	PMID30115648	BLGXFZZNTVWLAY-UROMYXJWSA-N	c12[C@H]3[N@@](C[C@@H]4CC[C@@H]([C@@H]([C@@H]4C3)C(OC)=O)O)CCc1c1ccccc1[nH]2
ZICONOTIDE	CHEMBL2103752	1376022		0.5	PMID30115648	BPKIMPVREBSLAJ-DIIURTAGSA-N	S1SC[C@@H]2NC([C@@H](CCCCN)NC([C@@H](NC(CNC([C@@H](NC(CNC([C@@H](NC([C@@H](CSSC[C@@H]3NC([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC2=O)CO)=O)CCCNC(=N)N)=O)CC(C)C)=O)CCSC)=O)Cc2ccc(cc2)O)CC(O)=O)CSSC[C@@H](NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](C1)NC([C@@H](NC(CNC(=O)[C@@H]([C@@H](C)O)NC3=O)=O)CO)=O)=O)CCCNC(=N)N)=O)CO)=O)=O)CCCCN)=O)C(=O)N)=O)N)=O)CCCCN)=O)=O)CCCCN)=O)=O)C)=O)=O
