Original drug name	Original synonyms	Fu	PMID	inchi_key	SMILES
Semaxanib		0.008	PMID30115648	WUWDLXZGHZSWQZ-WQLSENKSSA-N	N1C(\C(c2ccccc12)=C/c1[nH]c(cc1C)C)=O
Sildenafil		0.04	PMID30115648	BNRNXUUZRGQAQC-UHFFFAOYSA-N	c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC
Silodosin		0.05	PMID30115648	PNCPYILNMDWPEY-QGZVFWFLSA-N	C(O)CCN1c2c(cc(C[C@H](NCCOc3c(cccc3)OCC(F)(F)F)C)cc2CC1)C(=O)N
Sisomicin		0.15	PMID30115648	URWAJWIAIPFPJE-YFMIWBNJSA-N	CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(=CC[C@H]3N)CN)[C@@H]2O)OC[C@]1(C)O
Sitafloxacin		0.51	PMID30115648	PNUZDKCDAWUEGK-CYZMBNFOSA-N	N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN([C@@H]5C[C@@H]5F)c4c3Cl)C(=O)O
Sitagliptin		0.62	PMID30115648	MFFMDFFZMYYVKS-SECBINFHSA-N	N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F
SK-896		0.03	PMID30115648	MQCKZUPRTHWQQQ-IOQNLEIOSA-N	O=C(N(CCC1)[C@@H]1C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@]([C@H](O)C)([H])C(N[C@H](C(NCC(N[C@@H](CCC(O)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCCN)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(N)=O)C(N[C@@H](CCCCN)C(NCC(N[C@@H](CCC(N)=O)C(N[C@H](C(O)=O)CCO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC2=CC=C(O)C=C2)=O)=O)CC3=CC=CC=C3)=O)=O)[C@H](C(C)C)NC([C@@H](N)CC4=CC=CC=C4)=O
Solifenacin		0.02	PMID30115648	FBOUYBDGKBSUES-VXKWHMMOSA-N	O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5
Sotalol		0.62	PMID30115648	ZBMZVLHSJCTVON-UHFFFAOYSA-N	CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1
Sparfloxacin		0.55	PMID30115648	DZZWHBIBMUVIIW-DTORHVGOSA-N	C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
Spiramycin		0.26	PMID30115648	ACTOXUHEUCPTEW-JAYNOARPSA-N	O1[C@H](CC[C@@H](N(C)C)[C@@H]1C)O[C@@H]1[C@@H](C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(O[C@H](C)CC=CC=C1)=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@H]([C@@H]([C@@](C1)(O)C)O)C)C)CC=O)C
Stavudine		1.0	PMID30115648	XNKLLVCARDGLGL-JGVFFNPUSA-N	CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
Streptomycin		0.65	PMID30115648	UCSJYZPVAKXKNQ-HZYVHMACSA-N	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O
Sufentanil		0.0749999999999999	PMID30115648	GGCSSNBKKAUURC-UHFFFAOYSA-N	CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2
Sulbactam		0.62	PMID30115648	FKENQMMABCRJMK-UHFFFAOYSA-N	CC1(C)C(N2C(CC2=O)S1(=O)=O)C(=O)O
Sulbenicillin		0.5	PMID30115648	JETQIUPBHQNHNZ-NJBDSQKTSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O
Sulfadiazine		0.44	PMID30115648	SEEPANYCNGTZFQ-UHFFFAOYSA-N	Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2
Sulfamethoxazole		0.23	PMID30115648	JLKIGFTWXXRPMT-UHFFFAOYSA-N	Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1
Sulfasalazine		0.004	PMID30115648	NCEXYHBECQHGNR-QZQOTICOSA-N	c1(S(Nc2ccccn2)(=O)=O)ccc(\N=N\c2cc(c(O)cc2)C(O)=O)cc1
Sulfinpyrazone		0.017	PMID30115648	MBGGBVCUIVRRBF-UHFFFAOYSA-N	O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4
Sulfisoxazole		0.079	PMID30115648	NHUHCSRWZMLRLA-UHFFFAOYSA-N	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
Sulmazole		0.41	PMID30115648	XMFCOYRWYYXZMY-UHFFFAOYSA-N	[H]n1c2cccnc2nc1c1ccc(cc1OC)S(C)=O
Sulpiride		1.0	PMID30115648	BGRJTUBHPOOWDU-LLVKDONJSA-N	c1(c(ccc(c1)S(=O)(=O)N)OC)C(NC[C@@H]1[N@@](CCC1)CC)=O
Sumatriptan		0.83	PMID30115648	KQKPFRSPSRPDEB-UHFFFAOYSA-N	CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
Suprofen		0.006	PMID30115648	MDKGKXOCJGEUJW-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2
Suramin		0.003	PMID30115648	FIAFUQMPZJWCLV-UHFFFAOYSA-N	Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
Susalimod		0.0019	PMID30115648	WJLQPSZXCOYTHS-UHFFFAOYSA-N	[H]N(c1c(C)cccn1)S(c1ccc(C#Cc2ccc(c(c2)C(=O)O[H])O[H])cc1)(=O)=O
Suvorexant		0.05	PMID30115648	JYTNQNCOQXFQPK-MRXNPFEDSA-N	Cc1ccc(c(c1)C(=O)N2CCN(CC[C@H]2C)c3nc4cc(ccc4o3)Cl)n5nccn5
Tacrine		0.25	PMID30115648	YLJREFDVOIBQDA-UHFFFAOYSA-N	Nc1c2CCCCc2nc3ccccc13
Tacrolimus		0.01	PMID30115648	QJJXYPPXXYFBGM-LJIGMGMYSA-N	CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC
Talinolol		0.39	PMID30115648	MXFWWQICDIZSOA-UHFFFAOYSA-N	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
Tamsulosin		0.01	PMID30115648	DRHKJLXJIQTDTD-OAHLLOKOSA-N	CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N
Tazobactam		0.7	PMID30115648	LPQZKKCYTLCDGQ-KHQFGBGNSA-N	S1([C@@]([C@@H](N2C(=O)C[C@@H]12)C(O)=O)(Cn1ccnn1)C)(=O)=O
Tedizolid		0.11	PMID30115648	XFALPSLJIHVRKE-GFCCVEGCSA-N	Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO
Tegaserod		0.02	PMID30115648	IKBKZGMPCYNSLU-RGVLZGJSSA-N	CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12
Teicoplanin A2-1		0.14	PMID30115648	YMWQIYMUNZBOOV-KNJKVHLSSA-N	C(C(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C\C=C/CCCCC
Teicoplanin A2-2		0.09	PMID30115648	GHOXVFYORXUCPY-GPYQDIMHSA-N	C(C)(CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C
Teicoplanin A2-3		0.06	PMID30115648	BJNLLBUOHPVGFT-GPYQDIMHSA-N	C(CC)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO
Teicoplanin A2-4		0.0439999999999999	PMID30115648	KSPOYQQCANXEDC-VZBIVZMESA-N	C([C@@H](CC)C)CCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO
Teicoplanin A2-5		0.033	PMID30115648	FHBQKTSCJKPYIO-KHNUJSQESA-N	C(C(C)C)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO
Telavancin		0.07	PMID30115648	ONUMZHGUFYIKPM-MXNFEBESSA-N	CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O
Telithromycin		0.41	PMID30115648	LJVAJPDWBABPEJ-PNUFFHFMSA-N	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC
Telmisartan		0.004	PMID30115648	RMMXLENWKUUMAY-UHFFFAOYSA-N	CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C
Temocillin		0.21	PMID30115648	BVCKFLJARNKCSS-COENSKAGSA-N	N12[C@H](C(S[C@@H]2[C@](C1=O)(OC)NC(=O)[C@@H](c1cscc1)C(=O)O)(C)C)C(=O)O
Temoporfin		0.14	PMID30115648	LYPFDBRUNKHDGX-UHFFFAOYSA-N	c1(c2[nH]c(c(c3nc(c(c4cc(ccc4)O)c4[nH]c(c(c5nc1CC5)c1cc(ccc1)O)cc4)C=C3)c1cc(ccc1)O)cc2)c1cc(ccc1)O
Tenidap		0.01	PMID30115648	LXIKEPCNDFVJKC-QXMHVHEDSA-N	c1cc(sc1)/C(=C/2\c3cc(ccc3N(C2=O)C(=O)N)Cl)/O
Teniposide		0.0044	PMID30115648	NRUKOCRGYNPUPR-QBPJDGROSA-N	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27
Tenofovir		0.93	PMID30115648	SGOIRFVFHAKUTI-ZCFIWIBFSA-N	C[C@H](Cn1cnc2c(N)ncnc12)OCP(=O)(O)O
Tenoxicam		0.0085	PMID30115648	LZNWYQJJBLGYLT-UHFFFAOYSA-N	CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3
Terazosin		0.08	PMID30115648	VCKUSRYTPJJLNI-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4
Terbutaline		0.75	PMID30115648	XWTYSIMOBUGWOL-UHFFFAOYSA-N	CC(C)(C)NCC(O)c1cc(O)cc(O)c1
Teriflunomide		0.01	PMID30115648	UTNUDOFZCWSZMS-YFHOEESVSA-N	c1c(ccc(c1)C(F)(F)F)NC(=O)/C(=C(/C)O)C#N
Terodiline		0.08	PMID30115648	UISARWKNNNHPGI-UHFFFAOYSA-N	CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C
Tesaglitazar		0.0011	PMID30115648	CXGTZJYQWSUFET-IBGZPJMESA-N	CCO[C@@H](Cc1ccc(OCCc2ccc(OS(=O)(=O)C)cc2)cc1)C(=O)O
Testosterone		0.057	PMID30115648	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	[C@@H]12[C@@H]([C@@]3(C(=CC(=O)CC3)CC2)C)CC[C@]2([C@H]1CC[C@@H]2O)C
Tetracycline		0.78	PMID30115648	OFVLGDICTFRJMM-WESIUVDSSA-N	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
Tetrahydrocannabinol, D9-		0.05	PMID30115648	CYQFCXCEBYINGO-IAGOWNOFSA-N	CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1
Tezosentan		0.0085	PMID30115648	TUYWTLTWNJOZNY-UHFFFAOYSA-N	COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cn3)C(C)C)nc(nc2OCCO)c4ccnc(c4)c5nnn[nH]5
Thalidomide		0.4	PMID30115648	UEJJHQNACJXSKW-UHFFFAOYSA-N	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
Theophylline		0.61	PMID30115648	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CN1C(=O)N(C)c2[nH]cnc2C1=O
Thiamphenicol glycinate		0.27	PMID30115648	AMGKHLVPQHMHGQ-ZYHUDNBSSA-N	C(CN)(=O)OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl
Thiopental		0.14	PMID30115648	IUJDSEJGGMCXSG-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
Thiotepa		0.9	PMID30115648	FOCVUCIESVLUNU-UHFFFAOYSA-N	S=P(N1CC1)(N2CC2)N3CC3
Tiagabine		0.04	PMID30115648	PBJUNZJWGZTSKL-MRXNPFEDSA-N	Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C
Tianeptine		0.05	PMID30115648	JICJBGPOMZQUBB-OAQYLSRUSA-N	c1(cc2c(cc1)[C@@H](c1c(cccc1)N(S2(=O)=O)C)NCCCCCCC(O)=O)Cl
Tiaprofenic acid		0.015	PMID30115648	GUHPRPJDBZHYCJ-VIFPVBQESA-N	O=C(c1ccccc1)c1sc(cc1)[C@@H](C(=O)O)C
Tiazofurin		0.47	PMID30115648	FVRDYQYEVDDKCR-DBRKOABJSA-N	NC(=O)c1csc(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
Ticagrelor		0.002	PMID30115648	KHPMHVDVKAOINW-AAIYSHPVSA-N	Sc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1
Ticarcillin		0.55	PMID30115648	OHKOGUYZJXTSFX-KZFFXBSXSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
Tigecycline		0.2	PMID30115648	FPZLLRFZJZRHSY-HJYUBDRYSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C
Tilidine		0.21	PMID30115648	WDEFBBTXULIOBB-WBVHZDCISA-N	CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c2ccccc2
Tiludronate		0.1	PMID30115648	DKJJVAGXPKPDRL-UHFFFAOYSA-N	c1cc(ccc1Cl)SC(P(O)(O)=O)P(O)(O)=O
Timolol		0.9	PMID30115648	BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2
Tinidazole		0.8	PMID30115648	HJLSLZFTEKNLFI-UHFFFAOYSA-N	CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O
Tiopronin		0.45	PMID30115648	YTGJWQPHMWSCST-VKHMYHEASA-N	C[C@@H](C(NCC(O)=O)=O)S
Tiotropium		0.28	PMID30115648	LERNTVKEWCAPOY-FPISHFTHSA-N	O(C(=O)C(c1sccc1)(O)c1cccs1)C1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C
Tipifarnib		0.006	PMID30115648	PLHJCIYEEKOWNM-HHHXNRCGSA-N	Cn1cncc1[C@@](c2ccc(cc2)Cl)(c3ccc4c(c3)c(cc(=O)n4C)c5cccc(c5)Cl)N
Tirapazamine		0.81	PMID30115648	ORYDPOVDJJZGHQ-UHFFFAOYSA-N	Nc1n[n+]([O-])c2ccccc2[n+]1[O-]
Tirilazad		0.006	PMID30115648	RBKASMJPSJDQKY-XFQKNYRZSA-N	C1(C=C[C@@]2(C3=CC[C@@]4([C@H]([C@@H](C[C@@H]4[C@@H]3CCC2=C1)C)C(CN1CCN(CC1)c1nc(nc(c1)N1CCCC1)N1CCCC1)=O)C)C)=O
Tirofiban		0.36	PMID30115648	COKMIXFXJJXBQG-NRFANRHFSA-N	CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
Tizanidine		0.7	PMID30115648	XFYDIVBRZNQMJC-UHFFFAOYSA-N	Clc1ccc2nsnc2c1NC3=NCCN3
Tobramycin		1.0	PMID30115648	NLVFBUXFDBBNBW-PBSUHMDJSA-N	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
Tocainide		0.87	PMID30115648	BUJAGSGYPOAWEI-UHFFFAOYSA-N	CC(N)C(=O)Nc1c(C)cccc1C
Tofacitinib		0.6	PMID30115648	UJLAWZDWDVHWOW-YPMHNXCESA-N	[C@@H]1([C@H](CN(CC1)C(=O)CC#N)N(c1ncnc2[nH]ccc12)C)C
Tofogliflozin		0.46	PMID30115648	VWVKUNOPTJGDOB-BDHVOXNPSA-N	CCc1ccc(cc1)Cc2ccc3c(c2)[C@]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC3
Tolamolol		0.0889999999999999	PMID30115648	SKQDKFOTIPJUSV-UHFFFAOYSA-N	Cc1ccccc1OCC(O)CNCCOc2ccc(cc2)C(=O)N
Tolbutamide		0.05	PMID30115648	JLRGJRBPOGGCBT-UHFFFAOYSA-N	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
Tolcapone		0.00119999999999999	PMID30115648	MIQPIUSUKVNLNT-UHFFFAOYSA-N	Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)N(=O)=O
Tolfenamic acid		0.003	PMID30115648	YEZNLOUZAIOMLT-UHFFFAOYSA-N	c1ccc(c(c1Nc1ccccc1C(=O)O)C)Cl
Toloxatone		0.49	PMID30115648	MXUNKHLAEDCYJL-UHFFFAOYSA-N	Cc1cccc(c1)N2CC(CO)OC2=O
Tolterodine		0.0369999999999999	PMID30115648	OOGJQPCLVADCPB-HXUWFJFHSA-N	CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C
Tolvaptan		0.01	PMID30115648	GYHCTFXIZSNGJT-DEOSSOPVSA-N	c1cc(c(cc1)C)C(=O)Nc1ccc(C(=O)N2CCC[C@@H](c3c2ccc(c3)Cl)O)c(c1)C
Tomopenem		0.91	PMID30115648	KEDAXBWZURNCHS-GPODMPQUSA-N	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3C[C@H](N(C)C3)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N
Tonapofylline		0.1	PMID30115648	ZWTVVWUOTJRXKM-UHFFFAOYSA-N	C12(CCC(CC1)(CC2)c1[nH]c2c(n(c(n(c2n1)CCC)=O)CCC)=O)CCC(=O)O
Topiramate		0.72	PMID30115648	KJADKKWYZYXHBB-XBWDGYHZSA-N	[C@]12([C@H]([C@H]3[C@@H](CO2)OC(O3)(C)C)OC(O1)(C)C)COS(=O)(=O)N
Topotecan		0.65	PMID30115648	UCFGDBYHRUNTLO-QHCPKHFHSA-N	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O
Torsemide		0.01	PMID30115648	NGBFQHCMQULJNZ-UHFFFAOYSA-N	CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2
Trabectedin		0.06	PMID30115648	PKVRCIRHQMSYJX-AIFWHQITSA-N	COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O
Tramadol		0.8	PMID30115648	TVYLLZQTGLZFBW-ZBFHGGJFSA-N	COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C
Trametinib		0.03	PMID30115648	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
Trandolapril		0.17	PMID30115648	VXFJYXUZANRPDJ-OSTWSGHESA-N	C1CC[C@@H]2C[C@H](N([C@@H]2C1)C([C@H](C)N[C@@H](CCc1ccccc1)C(OCC)=O)=O)C(=O)O
Tranexamic acid		0.97	PMID30115648	GYDJEQRTZSCIOI-LJGSYFOKSA-N	NC[C@@H]1CC[C@H](CC1)C(=O)O
Traxoprodil		0.63	PMID30115648	QEMSVZNTSXPFJA-HNAYVOBHSA-N	C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3
Trazodone		0.08	PMID30115648	PHLBKPHSAVXXEF-UHFFFAOYSA-N	Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
Treprostinil		0.09	PMID30115648	PAJMKGZZBBTTOY-YRIDSSQKSA-N	[H]OC(COc1cccc2C[C@H]3[C@H](CC[C@@H](CCCCC)O[H])[C@H](C[C@H]3Cc12)O[H])=O
Triamcinolone Acetonide		0.2	PMID30115648	YNDXUCZADRHECN-JNQJZLCISA-N	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
Triamterene		0.42	PMID30115648	FNYLWPVRPXGIIP-UHFFFAOYSA-N	Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3
Triazolam		0.1	PMID30115648	JOFWLTCLBGQGBO-UHFFFAOYSA-N	Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12
Trimethoprim		0.5	PMID30115648	IEDVJHCEMCRBQM-UHFFFAOYSA-N	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
Trimetrexate		0.05	PMID30115648	NOYPYLRCIDNJJB-UHFFFAOYSA-N	COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
Trimipramine		0.0509999999999999	PMID30115648	ZSCDBOWYZJWBIY-UHFFFAOYSA-N	CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
Trospectomycin		0.65	PMID30115648	KHAUBYTYGDOYRU-IRXASZMISA-N	CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1
Trospium		0.33	PMID30115648	OYYDSUSKLWTMMQ-OCESARCHSA-N	c1ccc(cc1)C(c2ccccc2)(C(=O)O[C@@H]3C[C@@H]4CCC(C3)[N+]45CCCC5)O
Trovafloxacin		0.24	PMID30115648	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F
